Month,State,Deaths
2017-01-01,California,438.0
2017-01-01,Colorado,93.0
2017-01-01,Connecticut,97.0
2017-01-01,Delaware,37.0
2017-01-01,District of Columbia,27.0
2017-01-01,Florida,436.0
2017-01-01,Georgia,147.0
2017-01-01,Hawaii,17.0
2017-01-01,Idaho,23.0
2017-01-01,Illinois,255.0
2017-01-01,Indiana,176.0
2017-01-01,Iowa,39.0
2017-01-01,Kansas,37.0
2017-01-01,Kentucky,154.0
2017-01-01,Louisiana,97.0
2017-01-01,Maine,29.0
2017-01-01,Maryland,213.0
2017-01-01,Massachusetts,193.0
2017-01-01,Michigan,262.0
2017-01-01,Minnesota,68.0
2017-01-01,Mississippi,32.0
2017-01-01,Missouri,124.0
2017-01-01,Montana,17.0
2017-01-01,Nebraska,14.0
2017-01-01,Nevada,55.0
2017-01-01,New Hampshire,31.0
2017-01-01,New Jersey,258.0
2017-01-01,New Mexico,56.0
2017-01-01,New York,378.0
2017-01-01,North Carolina,222.0
2017-01-01,North Dakota,10.428571428571429
2017-01-01,Ohio,507.0
2017-01-01,Oklahoma,90.0
2017-01-01,Oregon,54.0
2017-01-01,Pennsylvania,494.0
2017-01-01,Rhode Island,31.0
2017-01-01,South Carolina,94.0
2017-01-01,South Dakota,11.0
2017-01-01,Tennessee,160.0
2017-01-01,Texas,235.0
2017-01-01,Utah,64.0
2017-01-01,Vermont,12.0
2017-01-01,Virginia,135.0
2017-01-01,Washington,98.0
2017-01-01,West Virginia,97.0
2017-01-01,Wisconsin,109.0
2017-01-01,Wyoming,10.25
2017-02-01,Alabama,71.0
2017-02-01,Alaska,15.5
2017-02-01,Arizona,100.0
2017-02-01,Arkansas,32.0
2017-02-01,California,365.0
2017-02-01,Colorado,77.0
2017-02-01,Connecticut,87.0
2017-02-01,Delaware,20.0
2017-02-01,District of Columbia,35.0
2017-02-01,Florida,384.0
2017-02-01,Georgia,126.0
2017-02-01,Hawaii,10.0
2017-02-01,Idaho,24.0
2017-02-01,Illinois,237.0
2017-02-01,Indiana,178.0
2017-02-01,Iowa,37.0
2017-02-01,Kansas,25.0
2017-02-01,Kentucky,164.0
2017-02-01,Louisiana,83.0
2017-02-01,Maine,25.0
2017-02-01,Maryland,150.0
2017-02-01,Massachusetts,180.0
2017-02-01,Michigan,217.0
2017-02-01,Minnesota,63.0
2017-02-01,Mississippi,22.0
2017-02-01,Missouri,108.0
2017-02-01,Montana,14.0
2017-02-01,Nebraska,17.0
2017-02-01,Nevada,52.0
2017-02-01,New Hampshire,29.0
2017-02-01,New Jersey,198.0
2017-02-01,New Mexico,46.0
2017-02-01,New York,314.0
2017-02-01,North Carolina,195.0
2017-02-01,North Dakota,10.476190476190476
2017-02-01,Ohio,510.0
2017-02-01,Oklahoma,80.0
2017-02-01,Oregon,45.0
2017-02-01,Pennsylvania,465.0
2017-02-01,Rhode Island,27.0
2017-02-01,South Carolina,85.0
2017-02-01,South Dakota,11.0
2017-02-01,Tennessee,129.0
2017-02-01,Texas,249.0
2017-02-01,Utah,55.0
2017-02-01,Vermont,16.0
2017-02-01,Virginia,147.0
2017-02-01,Washington,95.0
2017-02-01,West Virginia,95.0
2017-02-01,Wisconsin,104.0
2017-02-01,Wyoming,10.5
2017-03-01,Alabama,83.0
2017-03-01,Alaska,14.0
2017-03-01,Arizona,148.0
2017-03-01,Arkansas,39.0
2017-03-01,California,431.0
2017-03-01,Colorado,76.0
2017-03-01,Connecticut,98.0
2017-03-01,Delaware,23.0
2017-03-01,District of Columbia,38.0
2017-03-01,Florida,484.0
2017-03-01,Georgia,145.0
2017-03-01,Hawaii,12.0
2017-03-01,Idaho,25.0
2017-03-01,Illinois,225.0
2017-03-01,Indiana,170.0
2017-03-01,Iowa,33.0
2017-03-01,Kansas,31.0
2017-03-01,Kentucky,158.0
2017-03-01,Louisiana,89.0
2017-03-01,Maine,35.0
2017-03-01,Maryland,190.0
2017-03-01,Massachusetts,195.0
2017-03-01,Michigan,240.0
2017-03-01,Minnesota,72.0
2017-03-01,Mississippi,39.0
2017-03-01,Missouri,129.0
2017-03-01,Montana,15.0
2017-03-01,Nebraska,14.5
2017-03-01,Nevada,66.0
2017-03-01,New Hampshire,35.0
2017-03-01,New Jersey,270.0
2017-03-01,New Mexico,51.0
2017-03-01,New York,365.0
2017-03-01,North Carolina,216.0
2017-03-01,North Dakota,10.523809523809524
2017-03-01,Ohio,453.0
2017-03-01,Oklahoma,84.0
2017-03-01,Oregon,37.0
2017-03-01,Pennsylvania,527.0
2017-03-01,Rhode Island,33.0
2017-03-01,South Carolina,75.0
2017-03-01,South Dakota,11.0
2017-03-01,Tennessee,175.0
2017-03-01,Texas,250.0
2017-03-01,Utah,52.0
2017-03-01,Vermont,13.0
2017-03-01,Virginia,136.0
2017-03-01,Washington,108.0
2017-03-01,West Virginia,93.0
2017-03-01,Wisconsin,86.0
2017-03-01,Wyoming,10.75
2017-04-01,Alabama,64.0
2017-04-01,Alaska,17.0
2017-04-01,Arizona,118.0
2017-04-01,Arkansas,41.0
2017-04-01,California,432.0
2017-04-01,Colorado,95.0
2017-04-01,Connecticut,84.0
2017-04-01,Delaware,27.0
2017-04-01,District of Columbia,29.0
2017-04-01,Florida,421.0
2017-04-01,Georgia,158.0
2017-04-01,Hawaii,14.0
2017-04-01,Idaho,21.0
2017-04-01,Illinois,210.0
2017-04-01,Indiana,166.0
2017-04-01,Iowa,26.0
2017-04-01,Kansas,28.0
2017-04-01,Kentucky,156.0
2017-04-01,Louisiana,95.0
2017-04-01,Maine,48.0
2017-04-01,Maryland,213.0
2017-04-01,Massachusetts,179.0
2017-04-01,Michigan,190.0
2017-04-01,Minnesota,63.0
2017-04-01,Mississippi,31.0
2017-04-01,Missouri,92.0
2017-04-01,Montana,14.5
2017-04-01,Nebraska,12.0
2017-04-01,Nevada,49.0
2017-04-01,New Hampshire,51.0
2017-04-01,New Jersey,244.0
2017-04-01,New Mexico,49.0
2017-04-01,New York,337.0
2017-04-01,North Carolina,193.0
2017-04-01,North Dakota,10.571428571428571
2017-04-01,Ohio,520.0
2017-04-01,Oklahoma,74.0
2017-04-01,Oregon,54.0
2017-04-01,Pennsylvania,471.0
2017-04-01,Rhode Island,27.0
2017-04-01,South Carolina,86.0
2017-04-01,South Dakota,11.0
2017-04-01,Tennessee,162.0
2017-04-01,Texas,247.0
2017-04-01,Utah,56.0
2017-04-01,Vermont,12.0
2017-04-01,Virginia,116.0
2017-04-01,Washington,97.0
2017-04-01,West Virginia,104.0
2017-04-01,Wisconsin,86.0
2017-04-01,Wyoming,11.0
2017-05-01,Alabama,72.0
2017-05-01,Alaska,20.0
2017-05-01,Arizona,147.0
2017-05-01,Arkansas,41.0
2017-05-01,California,474.0
2017-05-01,Colorado,85.0
2017-05-01,Connecticut,111.0
2017-05-01,Delaware,32.0
2017-05-01,District of Columbia,41.0
2017-05-01,Florida,448.0
2017-05-01,Georgia,127.0
2017-05-01,Hawaii,28.0
2017-05-01,Idaho,28.0
2017-05-01,Illinois,188.0
2017-05-01,Indiana,148.0
2017-05-01,Iowa,37.0
2017-05-01,Kansas,23.0
2017-05-01,Kentucky,133.0
2017-05-01,Louisiana,81.0
2017-05-01,Maine,30.0
2017-05-01,Maryland,207.0
2017-05-01,Massachusetts,154.0
2017-05-01,Michigan,224.0
2017-05-01,Minnesota,77.0
2017-05-01,Mississippi,25.0
2017-05-01,Missouri,111.0
2017-05-01,Montana,14.0
2017-05-01,Nebraska,16.0
2017-05-01,Nevada,66.0
2017-05-01,New Hampshire,40.0
2017-05-01,New Jersey,236.0
2017-05-01,New Mexico,46.0
2017-05-01,New York,394.0
2017-05-01,North Carolina,206.0
2017-05-01,North Dakota,10.619047619047619
2017-05-01,Ohio,490.0
2017-05-01,Oklahoma,59.0
2017-05-01,Oregon,49.0
2017-05-01,Pennsylvania,484.0
2017-05-01,Rhode Island,18.0
2017-05-01,South Carolina,102.0
2017-05-01,South Dakota,11.0
2017-05-01,Tennessee,146.0
2017-05-01,Texas,285.0
2017-05-01,Utah,55.0
2017-05-01,Vermont,12.333333333333334
2017-05-01,Virginia,127.0
2017-05-01,Washington,101.0
2017-05-01,West Virginia,74.0
2017-05-01,Wisconsin,93.0
2017-05-01,Wyoming,11.5
2017-06-01,Alabama,80.0
2017-06-01,Alaska,10.0
2017-06-01,Arizona,159.0
2017-06-01,Arkansas,39.0
2017-06-01,California,461.0
2017-06-01,Colorado,96.0
2017-06-01,Connecticut,95.0
2017-06-01,Delaware,30.0
2017-06-01,District of Columbia,25.0
2017-06-01,Florida,456.0
2017-06-01,Georgia,133.0
2017-06-01,Hawaii,13.0
2017-06-01,Idaho,17.0
2017-06-01,Illinois,210.0
2017-06-01,Indiana,148.0
2017-06-01,Iowa,32.0
2017-06-01,Kansas,21.0
2017-06-01,Kentucky,112.0
2017-06-01,Louisiana,92.0
2017-06-01,Maine,35.0
2017-06-01,Maryland,200.0
2017-06-01,Massachusetts,152.0
2017-06-01,Michigan,203.0
2017-06-01,Minnesota,66.0
2017-06-01,Mississippi,30.0
2017-06-01,Missouri,108.0
2017-06-01,Montana,13.5
2017-06-01,Nebraska,14.0
2017-06-01,Nevada,69.0
2017-06-01,New Hampshire,39.0
2017-06-01,New Jersey,232.0
2017-06-01,New Mexico,42.0
2017-06-01,New York,367.0
2017-06-01,North Carolina,236.0
2017-06-01,North Dakota,10.666666666666666
2017-06-01,Ohio,451.0
2017-06-01,Oklahoma,85.0
2017-06-01,Oregon,42.0
2017-06-01,Pennsylvania,440.0
2017-06-01,Rhode Island,29.0
2017-06-01,South Carolina,103.0
2017-06-01,South Dakota,10.9
2017-06-01,Tennessee,140.0
2017-06-01,Texas,253.0
2017-06-01,Utah,56.0
2017-06-01,Vermont,12.666666666666666
2017-06-01,Virginia,127.0
2017-06-01,Washington,79.0
2017-06-01,West Virginia,80.0
2017-06-01,Wisconsin,111.0
2017-06-01,Wyoming,12.0
2017-07-01,Alabama,74.0
2017-07-01,Alaska,16.0
2017-07-01,Arizona,161.0
2017-07-01,Arkansas,40.0
2017-07-01,California,474.0
2017-07-01,Colorado,94.0
2017-07-01,Connecticut,97.0
2017-07-01,Delaware,34.0
2017-07-01,District of Columbia,19.0
2017-07-01,Florida,399.0
2017-07-01,Georgia,119.0
2017-07-01,Hawaii,18.0
2017-07-01,Idaho,17.0
2017-07-01,Illinois,229.0
2017-07-01,Indiana,165.0
2017-07-01,Iowa,24.0
2017-07-01,Kansas,36.0
2017-07-01,Kentucky,109.0
2017-07-01,Louisiana,88.0
2017-07-01,Maine,36.0
2017-07-01,Maryland,177.0
2017-07-01,Massachusetts,184.0
2017-07-01,Michigan,226.0
2017-07-01,Minnesota,50.0
2017-07-01,Mississippi,28.0
2017-07-01,Missouri,117.0
2017-07-01,Montana,13.0
2017-07-01,Nebraska,14.0
2017-07-01,Nevada,73.0
2017-07-01,New Hampshire,52.0
2017-07-01,New Jersey,212.0
2017-07-01,New Mexico,57.0
2017-07-01,New York,358.0
2017-07-01,North Carolina,196.0
2017-07-01,North Dakota,10.714285714285714
2017-07-01,Ohio,404.0
2017-07-01,Oklahoma,70.0
2017-07-01,Oregon,44.0
2017-07-01,Pennsylvania,461.0
2017-07-01,Rhode Island,26.0
2017-07-01,South Carolina,80.0
2017-07-01,South Dakota,10.8
2017-07-01,Tennessee,154.0
2017-07-01,Texas,310.0
2017-07-01,Utah,57.0
2017-07-01,Vermont,13.0
2017-07-01,Virginia,125.0
2017-07-01,Washington,122.0
2017-07-01,West Virginia,89.0
2017-07-01,Wisconsin,124.0
2017-07-01,Wyoming,12.5
2017-08-01,Alabama,71.0
2017-08-01,Alaska,16.0
2017-08-01,Arizona,158.0
2017-08-01,Arkansas,48.0
2017-08-01,California,439.0
2017-08-01,Colorado,95.0
2017-08-01,Connecticut,88.0
2017-08-01,Delaware,27.0
2017-08-01,District of Columbia,20.0
2017-08-01,Florida,443.0
2017-08-01,Georgia,113.0
2017-08-01,Hawaii,23.0
2017-08-01,Idaho,17.0
2017-08-01,Illinois,253.0
2017-08-01,Indiana,145.0
2017-08-01,Iowa,31.0
2017-08-01,Kansas,22.0
2017-08-01,Kentucky,128.0
2017-08-01,Louisiana,96.0
2017-08-01,Maine,39.0
2017-08-01,Maryland,181.0
2017-08-01,Massachusetts,195.0
2017-08-01,Michigan,248.0
2017-08-01,Minnesota,68.0
2017-08-01,Mississippi,21.0
2017-08-01,Missouri,118.0
2017-08-01,Montana,12.666666666666666
2017-08-01,Nebraska,15.0
2017-08-01,Nevada,67.0
2017-08-01,New Hampshire,39.0
2017-08-01,New Jersey,226.0
2017-08-01,New Mexico,35.0
2017-08-01,New York,327.0
2017-08-01,North Carolina,246.0
2017-08-01,North Dakota,10.761904761904763
2017-08-01,Ohio,345.0
2017-08-01,Oklahoma,51.0
2017-08-01,Oregon,57.0
2017-08-01,Pennsylvania,502.0
2017-08-01,Rhode Island,30.0
2017-08-01,South Carolina,89.0
2017-08-01,South Dakota,10.7
2017-08-01,Tennessee,143.0
2017-08-01,Texas,232.0
2017-08-01,Utah,60.0
2017-08-01,Vermont,11.5
2017-08-01,Virginia,139.0
2017-08-01,Washington,106.0
2017-08-01,West Virginia,70.0
2017-08-01,Wisconsin,110.0
2017-08-01,Wyoming,13.0
2017-09-01,Alabama,64.0
2017-09-01,Alaska,17.0
2017-09-01,Arizona,122.0
2017-09-01,Arkansas,42.0
2017-09-01,California,426.0
2017-09-01,Colorado,72.0
2017-09-01,Connecticut,80.0
2017-09-01,Delaware,27.0
2017-09-01,District of Columbia,20.0
2017-09-01,Florida,429.0
2017-09-01,Georgia,97.0
2017-09-01,Hawaii,19.0
2017-09-01,Idaho,23.0
2017-09-01,Illinois,297.0
2017-09-01,Indiana,167.0
2017-09-01,Iowa,25.0
2017-09-01,Kansas,31.0
2017-09-01,Kentucky,104.0
2017-09-01,Louisiana,82.0
2017-09-01,Maine,46.0
2017-09-01,Maryland,188.0
2017-09-01,Massachusetts,207.0
2017-09-01,Michigan,232.0
2017-09-01,Minnesota,81.0
2017-09-01,Mississippi,42.0
2017-09-01,Missouri,131.0
2017-09-01,Montana,12.333333333333334
2017-09-01,Nebraska,17.0
2017-09-01,Nevada,48.0
2017-09-01,New Hampshire,48.0
2017-09-01,New Jersey,233.0
2017-09-01,New Mexico,33.0
2017-09-01,New York,372.0
2017-09-01,North Carolina,195.0
2017-09-01,North Dakota,10.80952380952381
2017-09-01,Ohio,410.0
2017-09-01,Oklahoma,63.0
2017-09-01,Oregon,52.0
2017-09-01,Pennsylvania,408.0
2017-09-01,Rhode Island,31.0
2017-09-01,South Carolina,95.0
2017-09-01,South Dakota,10.6
2017-09-01,Tennessee,154.0
2017-09-01,Texas,267.0
2017-09-01,Utah,54.0
2017-09-01,Vermont,10.0
2017-09-01,Virginia,119.0
2017-09-01,Washington,103.0
2017-09-01,West Virginia,56.0
2017-09-01,Wisconsin,102.0
2017-09-01,Wyoming,13.5
2017-10-01,Alabama,50.0
2017-10-01,Alaska,14.0
2017-10-01,Arizona,136.0
2017-10-01,Arkansas,25.0
2017-10-01,California,449.0
2017-10-01,Colorado,85.0
2017-10-01,Connecticut,88.0
2017-10-01,Delaware,27.0
2017-10-01,District of Columbia,14.0
2017-10-01,Florida,443.0
2017-10-01,Georgia,153.0
2017-10-01,Hawaii,17.0
2017-10-01,Idaho,23.0
2017-10-01,Illinois,248.0
2017-10-01,Indiana,163.0
2017-10-01,Iowa,30.0
2017-10-01,Kansas,38.0
2017-10-01,Kentucky,107.0
2017-10-01,Louisiana,90.0
2017-10-01,Maine,38.0
2017-10-01,Maryland,176.0
2017-10-01,Massachusetts,185.0
2017-10-01,Michigan,231.0
2017-10-01,Minnesota,59.0
2017-10-01,Mississippi,30.0
2017-10-01,Missouri,123.0
2017-10-01,Montana,12.0
2017-10-01,Nebraska,18.0
2017-10-01,Nevada,59.0
2017-10-01,New Hampshire,44.0
2017-10-01,New Jersey,168.0
2017-10-01,New Mexico,45.0
2017-10-01,New York,299.0
2017-10-01,North Carolina,191.0
2017-10-01,North Dakota,10.857142857142858
2017-10-01,Ohio,373.0
2017-10-01,Oklahoma,53.0
2017-10-01,Oregon,53.0
2017-10-01,Pennsylvania,380.0
2017-10-01,Rhode Island,29.0
2017-10-01,South Carolina,79.0
2017-10-01,South Dakota,10.5
2017-10-01,Tennessee,141.0
2017-10-01,Texas,237.0
2017-10-01,Utah,52.0
2017-10-01,Vermont,11.0
2017-10-01,Virginia,114.0
2017-10-01,Washington,98.0
2017-10-01,West Virginia,75.0
2017-10-01,Wisconsin,110.0
2017-10-01,Wyoming,14.0
2017-11-01,Alabama,57.0
2017-11-01,Alaska,10.0
2017-11-01,Arizona,121.0
2017-11-01,Arkansas,40.0
2017-11-01,California,388.0
2017-11-01,Colorado,100.0
2017-11-01,Connecticut,79.0
2017-11-01,Delaware,40.0
2017-11-01,District of Columbia,17.0
2017-11-01,Florida,410.0
2017-11-01,Georgia,129.0
2017-11-01,Hawaii,19.0
2017-11-01,Idaho,12.0
2017-11-01,Illinois,255.0
2017-11-01,Indiana,156.0
2017-11-01,Iowa,29.0
2017-11-01,Kansas,21.0
2017-11-01,Kentucky,133.0
2017-11-01,Louisiana,125.0
2017-11-01,Maine,37.0
2017-11-01,Maryland,181.0
2017-11-01,Massachusetts,191.0
2017-11-01,Michigan,252.0
2017-11-01,Minnesota,73.0
2017-11-01,Mississippi,34.0
2017-11-01,Missouri,107.0
2017-11-01,Montana,12.333333333333334
2017-11-01,Nebraska,20.0
2017-11-01,Nevada,49.0
2017-11-01,New Hampshire,28.0
2017-11-01,New Jersey,207.0
2017-11-01,New Mexico,41.0
2017-11-01,New York,258.0
2017-11-01,North Carolina,162.0
2017-11-01,North Dakota,10.904761904761905
2017-11-01,Ohio,386.0
2017-11-01,Oklahoma,51.0
2017-11-01,Oregon,41.0
2017-11-01,Pennsylvania,412.0
2017-11-01,Rhode Island,27.0
2017-11-01,South Carolina,80.0
2017-11-01,South Dakota,10.4
2017-11-01,Tennessee,145.0
2017-11-01,Texas,275.0
2017-11-01,Utah,54.0
2017-11-01,Vermont,16.0
2017-11-01,Virginia,126.0
2017-11-01,Washington,98.0
2017-11-01,West Virginia,75.0
2017-11-01,Wisconsin,84.0
2017-11-01,Wyoming,13.0
2017-12-01,Alabama,84.0
2017-12-01,Alaska,18.0
2017-12-01,Arizona,125.0
2017-12-01,Arkansas,49.0
2017-12-01,California,385.0
2017-12-01,Colorado,87.0
2017-12-01,Connecticut,106.0
2017-12-01,Delaware,25.0
2017-12-01,District of Columbia,29.0
2017-12-01,Florida,458.0
2017-12-01,Georgia,143.0
2017-12-01,Hawaii,20.0
2017-12-01,Idaho,15.0
2017-12-01,Illinois,241.0
2017-12-01,Indiana,136.0
2017-12-01,Iowa,25.0
2017-12-01,Kansas,36.0
2017-12-01,Kentucky,142.0
2017-12-01,Louisiana,118.0
2017-12-01,Maine,48.0
2017-12-01,Maryland,216.0
2017-12-01,Massachusetts,200.0
2017-12-01,Michigan,234.0
2017-12-01,Minnesota,65.0
2017-12-01,Mississippi,31.0
2017-12-01,Missouri,130.0
2017-12-01,Montana,12.666666666666666
2017-12-01,Nebraska,10.0
2017-12-01,Nevada,46.0
2017-12-01,New Hampshire,42.0
2017-12-01,New Jersey,266.0
2017-12-01,New Mexico,40.0
2017-12-01,New York,317.0
2017-12-01,North Carolina,207.0
2017-12-01,North Dakota,10.952380952380953
2017-12-01,Ohio,344.0
2017-12-01,Oklahoma,68.0
2017-12-01,Oregon,42.0
2017-12-01,Pennsylvania,402.0
2017-12-01,Rhode Island,33.0
2017-12-01,South Carolina,76.0
2017-12-01,South Dakota,10.3
2017-12-01,Tennessee,169.0
2017-12-01,Texas,275.0
2017-12-01,Utah,62.0
2017-12-01,Vermont,10.0
2017-12-01,Virginia,149.0
2017-12-01,Washington,121.0
2017-12-01,West Virginia,86.0
2017-12-01,Wisconsin,99.0
2017-12-01,Wyoming,12.875
2018-01-01,Alabama,59.0
2018-01-01,Alaska,14.0
2018-01-01,Arizona,152.0
2018-01-01,Arkansas,40.0
2018-01-01,California,515.0
2018-01-01,Colorado,114.0
2018-01-01,Connecticut,72.0
2018-01-01,Delaware,29.0
2018-01-01,District of Columbia,17.0
2018-01-01,Florida,426.0
2018-01-01,Georgia,105.0
2018-01-01,Hawaii,17.0
2018-01-01,Idaho,16.0
2018-01-01,Illinois,247.0
2018-01-01,Indiana,141.0
2018-01-01,Iowa,29.0
2018-01-01,Kansas,31.0
2018-01-01,Kentucky,113.0
2018-01-01,Louisiana,102.0
2018-01-01,Maine,30.0
2018-01-01,Maryland,211.0
2018-01-01,Massachusetts,215.0
2018-01-01,Michigan,247.0
2018-01-01,Minnesota,58.0
2018-01-01,Mississippi,24.0
2018-01-01,Missouri,128.0
2018-01-01,Montana,13.0
2018-01-01,Nebraska,12.0
2018-01-01,Nevada,53.0
2018-01-01,New Hampshire,28.0
2018-01-01,New Jersey,241.0
2018-01-01,New Mexico,47.0
2018-01-01,New York,400.0
2018-01-01,North Carolina,203.0
2018-01-01,North Dakota,11.0
2018-01-01,Ohio,305.0
2018-01-01,Oklahoma,79.0
2018-01-01,Oregon,57.0
2018-01-01,Pennsylvania,361.0
2018-01-01,Rhode Island,23.0
2018-01-01,South Carolina,96.0
2018-01-01,South Dakota,10.2
2018-01-01,Tennessee,139.0
2018-01-01,Texas,262.0
2018-01-01,Utah,52.0
2018-01-01,Vermont,12.0
2018-01-01,Virginia,106.0
2018-01-01,Washington,97.0
2018-01-01,West Virginia,61.0
2018-01-01,Wisconsin,85.0
2018-01-01,Wyoming,12.75
2018-02-01,Alabama,79.0
2018-02-01,Alaska,13.0
2018-02-01,Arizona,111.0
2018-02-01,Arkansas,20.0
2018-02-01,California,428.0
2018-02-01,Colorado,82.0
2018-02-01,Connecticut,88.0
2018-02-01,Delaware,29.0
2018-02-01,District of Columbia,13.0
2018-02-01,Florida,364.0
2018-02-01,Georgia,103.0
2018-02-01,Hawaii,19.0
2018-02-01,Idaho,21.0
2018-02-01,Illinois,217.0
2018-02-01,Indiana,130.0
2018-02-01,Iowa,28.0
2018-02-01,Kansas,25.0
2018-02-01,Kentucky,123.0
2018-02-01,Louisiana,99.0
2018-02-01,Maine,29.0
2018-02-01,Maryland,228.0
2018-02-01,Massachusetts,176.0
2018-02-01,Michigan,228.0
2018-02-01,Minnesota,65.0
2018-02-01,Mississippi,32.0
2018-02-01,Missouri,118.0
2018-02-01,Montana,13.0
2018-02-01,Nebraska,14.0
2018-02-01,Nevada,54.0
2018-02-01,New Hampshire,39.0
2018-02-01,New Jersey,206.0
2018-02-01,New Mexico,40.0
2018-02-01,New York,283.0
2018-02-01,North Carolina,164.0
2018-02-01,North Dakota,11.0
2018-02-01,Ohio,319.0
2018-02-01,Oklahoma,58.0
2018-02-01,Oregon,37.0
2018-02-01,Pennsylvania,306.0
2018-02-01,Rhode Island,21.0
2018-02-01,South Carolina,90.0
2018-02-01,South Dakota,10.1
2018-02-01,Tennessee,167.0
2018-02-01,Texas,269.0
2018-02-01,Utah,58.0
2018-02-01,Vermont,12.0
2018-02-01,Virginia,119.0
2018-02-01,Washington,105.0
2018-02-01,West Virginia,73.0
2018-02-01,Wisconsin,97.0
2018-02-01,Wyoming,12.625
2018-03-01,Alabama,78.0
2018-03-01,Alaska,15.0
2018-03-01,Arizona,156.0
2018-03-01,Arkansas,48.0
2018-03-01,California,474.0
2018-03-01,Colorado,89.0
2018-03-01,Connecticut,111.0
2018-03-01,Delaware,37.0
2018-03-01,District of Columbia,21.0
2018-03-01,Florida,364.0
2018-03-01,Georgia,155.0
2018-03-01,Hawaii,18.0
2018-03-01,Idaho,24.0
2018-03-01,Illinois,242.0
2018-03-01,Indiana,150.0
2018-03-01,Iowa,25.0
2018-03-01,Kansas,30.0
2018-03-01,Kentucky,106.0
2018-03-01,Louisiana,121.0
2018-03-01,Maine,41.0
2018-03-01,Maryland,225.0
2018-03-01,Massachusetts,191.0
2018-03-01,Michigan,258.0
2018-03-01,Minnesota,63.0
2018-03-01,Mississippi,28.0
2018-03-01,Missouri,124.0
2018-03-01,Montana,12.666666666666666
2018-03-01,Nebraska,18.0
2018-03-01,Nevada,48.0
2018-03-01,New Hampshire,44.0
2018-03-01,New Jersey,256.0
2018-03-01,New Mexico,54.0
2018-03-01,New York,309.0
2018-03-01,North Carolina,178.0
2018-03-01,North Dakota,11.0
2018-03-01,Ohio,346.0
2018-03-01,Oklahoma,69.0
2018-03-01,Oregon,47.0
2018-03-01,Pennsylvania,376.0
2018-03-01,Rhode Island,27.0
2018-03-01,South Carolina,103.0
2018-03-01,South Dakota,10.0
2018-03-01,Tennessee,158.0
2018-03-01,Texas,242.0
2018-03-01,Utah,56.0
2018-03-01,Vermont,14.0
2018-03-01,Virginia,133.0
2018-03-01,Washington,114.0
2018-03-01,West Virginia,85.0
2018-03-01,Wisconsin,108.0
2018-03-01,Wyoming,12.5
2018-04-01,Alabama,70.0
2018-04-01,Alaska,19.0
2018-04-01,Arizona,137.0
2018-04-01,Arkansas,34.0
2018-04-01,California,451.0
2018-04-01,Colorado,81.0
2018-04-01,Connecticut,85.0
2018-04-01,Delaware,36.0
2018-04-01,District of Columbia,37.0
2018-04-01,Florida,415.0
2018-04-01,Georgia,119.0
2018-04-01,Hawaii,24.0
2018-04-01,Idaho,25.0
2018-04-01,Illinois,240.0
2018-04-01,Indiana,153.0
2018-04-01,Iowa,23.0
2018-04-01,Kansas,30.0
2018-04-01,Kentucky,126.0
2018-04-01,Louisiana,98.0
2018-04-01,Maine,40.0
2018-04-01,Maryland,206.0
2018-04-01,Massachusetts,180.0
2018-04-01,Michigan,209.0
2018-04-01,Minnesota,51.0
2018-04-01,Mississippi,18.0
2018-04-01,Missouri,124.0
2018-04-01,Montana,12.333333333333334
2018-04-01,Nebraska,13.0
2018-04-01,Nevada,57.0
2018-04-01,New Hampshire,37.0
2018-04-01,New Jersey,232.0
2018-04-01,New Mexico,52.0
2018-04-01,New York,313.0
2018-04-01,North Carolina,184.0
2018-04-01,North Dakota,11.0
2018-04-01,Ohio,308.0
2018-04-01,Oklahoma,60.0
2018-04-01,Oregon,53.0
2018-04-01,Pennsylvania,421.0
2018-04-01,Rhode Island,28.0
2018-04-01,South Carolina,117.0
2018-04-01,South Dakota,10.0
2018-04-01,Tennessee,159.0
2018-04-01,Texas,254.0
2018-04-01,Utah,58.0
2018-04-01,Vermont,16.5
2018-04-01,Virginia,117.0
2018-04-01,Washington,91.0
2018-04-01,West Virginia,74.0
2018-04-01,Wisconsin,67.0
2018-04-01,Wyoming,12.375
2018-05-01,Alabama,75.0
2018-05-01,Alaska,17.5
2018-05-01,Arizona,146.0
2018-05-01,Arkansas,61.0
2018-05-01,California,423.0
2018-05-01,Colorado,98.0
2018-05-01,Connecticut,102.0
2018-05-01,Delaware,33.0
2018-05-01,District of Columbia,29.0
2018-05-01,Florida,418.0
2018-05-01,Georgia,122.0
2018-05-01,Hawaii,10.0
2018-05-01,Idaho,23.0
2018-05-01,Illinois,238.0
2018-05-01,Indiana,132.0
2018-05-01,Iowa,26.0
2018-05-01,Kansas,35.0
2018-05-01,Kentucky,94.0
2018-05-01,Louisiana,102.0
2018-05-01,Maine,22.0
2018-05-01,Maryland,221.0
2018-05-01,Massachusetts,215.0
2018-05-01,Michigan,193.0
2018-05-01,Minnesota,55.0
2018-05-01,Mississippi,28.0
2018-05-01,Missouri,129.0
2018-05-01,Montana,12.0
2018-05-01,Nebraska,15.0
2018-05-01,Nevada,47.0
2018-05-01,New Hampshire,41.0
2018-05-01,New Jersey,260.0
2018-05-01,New Mexico,49.0
2018-05-01,New York,329.0
2018-05-01,North Carolina,210.0
2018-05-01,North Dakota,11.0
